graph_alias,src,dst,bond_idx,a1,a2,distance,bo_mayer_abs,bo_wiberg,bo_mull
C2822S,15,49,45,15,49,1.095065031423248,0.9437059882152998,0.9317640184089437,0.6872780133849864
C2822S,16,50,46,16,50,1.090527195804396,1.035475268033478,1.212894325141006,0.9395625097953281
C2822S,16,51,47,16,51,1.09085742146671,1.077473971083318,0.9929748409251574,0.7629328372038799
C2822S,16,52,48,16,52,1.094980434737078,0.8407777439202302,1.126865522949509,0.8661526206085481
C2822S,17,18,49,17,18,1.5410611539329,1.139144247019456,1.683056428847058,0.6793432811577524
C2822S,17,53,50,17,53,1.098008885161682,0.8771805732596661,1.12238534665039,0.5604453178873201
C2822S,17,54,51,17,54,1.094673178190185,1.079404149015497,0.9896329768331606,0.7895723984379714
C2822S,18,19,52,18,19,1.545578732870636,1.061710878728547,1.118375189899383,0.833244745645806
C2822S,18,55,53,18,55,1.094427292721631,0.8812142303283695,0.8176228881950681,0.8103928971711419
C2822S,18,56,54,18,56,1.096508095642709,0.8496971411684142,0.8813987117935931,0.8910915179364614
C2822S,19,20,55,19,20,1.545633627936776,1.069773746084782,0.8296787946601143,0.6169350991285302
C2822S,19,23,56,19,23,1.530573805081284,0.8567789682437662,1.052423898065485,0.9072845574723092
C2822S,19,57,57,19,57,1.097933866779324,0.8666641975796948,0.9715131216968083,1.05767753807238
C2822S,20,21,58,20,21,1.531685568157185,0.8467318481864214,1.029324933960796,0.8714117548160505
C2822S,20,58,59,20,58,1.098155264250006,1.059291594842373,1.124615417215612,0.566181703647494
C2822S,20,59,60,20,59,1.098288042141951,0.9950395588505245,0.886590634563991,0.6927325488278104
C2822S,21,22,61,21,22,1.521387008569483,1.204897653678891,1.008266646061451,0.7630100462255837
C2822S,21,60,62,21,60,1.094350763194324,1.126697004473925,1.029836370215376,0.6912561078296532
C2822S,21,61,63,21,61,1.096307914453782,0.8844442498398133,0.8849143267873261,0.3893426489619233
C2822S,22,62,64,22,62,1.095020788652891,1.042454089222645,1.101529630074512,1.035886964205329
C2822S,22,63,65,22,63,1.094547825693788,0.906039738366871,0.9240570390311453,0.9510249666705229
C2822S,22,64,66,22,64,1.094971731275744,0.9602405137551263,1.023401184513627,0.7422263878897969
C2822S,23,65,67,23,65,1.094223637743674,0.9116164437327103,0.7757525199417776,1.119973654194626
C2822S,23,66,68,23,66,1.092611333522127,1.191666353138804,1.073619026782995,0.7407434465150172
C2822S,23,67,69,23,67,1.09541581302079,0.9115365158943438,1.281618836131825,0.8976707140850925
C2822S,24,68,70,24,68,1.096756745431274,1.08057408529134,0.686116898142682,0.8637018359448008
C2822S,24,69,71,24,69,1.094803980817114,0.9731844878649675,1.068219031561861,0.7847526774870284
C2822S,24,70,72,24,70,1.089239475884436,0.8476327784018345,0.7885816375366859,0.8106051769885321
C2822S,25,71,73,25,71,1.094609862101105,0.8757909821370149,1.121642056059286,1.095436658904402
C2822S,25,72,74,25,72,1.0970973832459,1.00034849203679,1.02129284608582,0.7633041390640857
C2822S,25,73,75,25,73,1.095791436957325,1.029927455975524,1.143258323936163,0.7997557651666826
C29,0,1,0,0,1,1.521407369834589,0.7990921968540073,1.107532256175736,1.16013516499688
C29,0,29,1,0,29,1.094957151529684,1.155666498622459,1.194525987845047,0.773283213833909
C29,0,30,2,0,30,1.094997220205604,0.9620238615979169,1.170231604581179,0.6697368136562046
C29,0,31,3,0,31,1.095669480557891,1.250591418503795,1.029430516951736,0.8906283517500191
C29,1,2,4,1,2,1.528672802869535,0.8796467826341376,1.045489487348552,0.2738217464245378
C29,1,32,5,1,32,1.09610722574801,1.148922919359997,0.8899958542532926,0.7927316613403058
C29,1,33,6,1,33,1.09355932411598,0.930307697336602,0.9711058230096843,0.7174759917625508
C29,2,3,7,2,3,1.524513873295353,0.9115234442870908,1.09847753249613,0.8748133246550731
C29,2,6,8,2,6,1.545146410750127,1.231622268705244,1.2230783127834,1.060124833288155
C29,2,34,9,2,34,1.100356971111648,0.8997255792598085,0.9334495930709803,0.6983123661314383
C29,3,4,10,3,4,1.531606822807994,0.9050072158267638,1.033619796439888,0.817158391300925
C29,3,35,11,3,35,1.099043860346802,0.8604358395777325,0.8832402932351174,0.8805579435790554
C29,3,36,12,3,36,1.097654096591453,0.9421388984860809,0.8733194695416828,0.8629404482704902
C29,4,5,13,4,5,1.56449831052833,0.8712404693766802,0.7595910013635888,0.7077370188055401
C29,4,37,14,4,37,1.098314477807244,1.000783692081858,1.07753722422579,0.8173000096291412
C29,4,38,15,4,38,1.099466715835,0.7764129776648541,0.8453818163081831,0.8280236209145746
C29,5,6,16,5,6,1.560288089041251,0.8852209689485169,1.253192710698511,0.7891943238105554
C29,5,10,17,5,10,1.558926641955932,0.8763899718526201,0.996623664153812,1.06315576749785
C29,5,28,18,5,28,1.543428832445474,1.129976021684193,0.9711311606379837,1.015384104476024
C29,6,7,19,6,7,1.544597909841264,0.6842625908607207,1.038768332657532,0.9118416272130083
C29,6,39,20,6,39,1.094069595960422,1.03652135891359,1.083538563825699,0.8358220302080315
C29,7,8,21,7,8,1.551601642698279,1.084939087032135,1.11164868390025,0.8612105012019377
C29,7,40,22,7,40,1.098918361269844,0.9041249413768325,1.00481156128367,0.7941980727082757
C29,7,41,23,7,41,1.097935218483313,1.016896161651727,1.037541112715129,0.909400925139458
C29,8,9,24,8,9,1.561391824872283,1.258397564878323,1.272220442306324,0.5553782398627167
C29,8,42,25,8,42,1.09518964493872,0.9435758464618249,1.159107026227886,0.8869974976955798
C29,8,43,26,8,43,1.096350773780454,1.07203415848073,1.089056601994674,1.011228844939255
C29,9,10,27,9,10,1.584488844670735,0.8671937771745357,1.170978957489798,0.7224435779340013
C29,9,14,28,9,14,1.631464577631093,1.089111954498645,0.7197640563641818,0.7920341356085043
C29,9,27,29,9,27,1.555245699421799,0.886079957440058,1.273281811344461,0.7331558213580979
C29,10,11,30,10,11,1.539770904170163,0.8363052159433754,1.234696225871255,1.278936874619927
C29,10,44,31,10,44,1.10109135094596,0.8506669454172856,0.9731216679913448,0.9728140946959085
C29,11,12,32,11,12,1.554487856359451,1.064145388166193,0.9521260181191323,0.9446725856514537
C29,11,45,33,11,45,1.094242488727247,0.9833082727562109,0.9637478256157817,1.236458484026201
C29,11,46,34,11,46,1.097250009412167,0.9594887802512226,1.011683470734357,0.9546468990733016
C29,12,13,35,12,13,1.548626333253119,1.094008023777897,1.163857959314735,0.8073857390868389
C29,12,47,36,12,47,1.094875465461712,0.9611437109294505,1.02370231734439,1.369811087576313
C29,12,48,37,12,48,1.095100032326728,0.9173760446458198,0.9044570192797302,0.5644898078219404
C29,13,14,38,13,14,1.571300966273489,1.027690505785223,1.430021316324964,1.041831122437316
C29,13,18,39,13,18,1.593466743199556,1.151740153032232,1.115868555896463,0.6962794945650806
C29,13,49,40,13,49,1.095349980564203,0.9877184759551271,1.113078275180148,0.7020543723898361
C29,14,15,41,14,15,1.544612940773189,1.013829978324948,1.111673271601133,0.7792687740430877
C29,14,26,42,14,26,1.559076177047485,0.7725522270255523,1.183602307571888,0.8709231952971369
C29,15,16,43,15,16,1.538235386334939,1.028265432335732,1.115522150637786,0.6747477910397803
C29,15,50,44,15,50,1.091162070533062,0.9735122165999315,0.9064000040539365,0.6628901619964247
C29,15,51,45,15,51,1.096036068102232,0.8733121157690642,0.9727825454840432,0.9961070253712534
